#,item_id,item,quantity,price_per_unit,price,has_sold,created_at,insert_time
224,3941540551918295,Cobalt Ore,6,24.67,148,true,2025-09-21T16:01:54Z,2025-09-21 15:26:59.088098
225,3660065750975359,Cobalt Ore,5,23,115,true,2025-09-21T16:01:45Z,2025-09-21 15:26:59.088257
226,3097118653284459,Cobalt Ore,1,10000,10000,true,2025-09-21T16:01:03Z,2025-09-21 15:26:59.088415
227,3097118653350024,Cobalt Ore,1,10000,10000,true,2025-09-21T16:00:59Z,2025-09-21 15:26:59.088573
228,3097118653087835,Cobalt Ore,1,10000,10000,true,2025-09-21T16:00:56Z,2025-09-21 15:26:59.088730
229,3097118653218922,Cobalt Ore,1,10000,10000,true,2025-09-21T16:00:52Z,2025-09-21 15:26:59.088894
230,33214822062229196,Cobalt Ore,4,20,80,true,2025-09-21T15:59:15Z,2025-09-21 15:26:59.089052
231,7882185738225105,Cobalt Ore,4,23,92,true,2025-09-21T15:58:59Z,2025-09-21 15:26:59.089208
232,7600673642645777,Cobalt Ore,6,24.83,149,true,2025-09-21T15:58:45Z,2025-09-21 15:26:59.089366
233,7600673642645776,Cobalt Ore,6,24.83,149,true,2025-09-21T15:58:39Z,2025-09-21 15:26:59.089527
234,3660057904613993,Cobalt Ore,6,24.83,149,true,2025-09-21T15:58:33Z,2025-09-21 15:26:59.089684
235,9289534010231454,Cobalt Ore,5,31,155,true,2025-09-21T15:58:09Z,2025-09-21 15:26:59.089839
236,8445102672709249,Cobalt Ore,6,31.33,188,true,2025-09-21T15:58:04Z,2025-09-21 15:26:59.089993
